,name,Kills,Matches_Won,Headshots,WLRatio,Revives,Game,BANGALORE,LOBA,LIFELINE,PATHFINDER,BLOODHOUND,HORIZON,MAD MAGGIE,FUSE,RAMPART,WATTSON,BALLISTIC,SEER,CAUSTIC,VANTAGE,CRYPTO,NEWCASTLE,GIBRALTAR,CATALYST,CONDUIT,REVENANT,VALKYRIE,MIRAGE,OCTANE,ASH,WRAITH
161,MrDudzyyTTV,72799,4580.0,9012.0,1387.878787878788,5313.0,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
162,IconicOnTwitch,73789,4700.0,53620.0,-101.27127774186597,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
163,xUltra_Gaming,68257,4542.0,,-105.48072457036693,,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
164,dannymontaie,26478,4534.0,33774.0,,,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
165,Jaackkl,87540,4543.0,,-154.73433242506812,,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
166,ImMaggz,83298,4532.0,12847.0,,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
167,amedactyl,67056,4529.0,55187.0,,8014.0,Apex,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
168,Absurdists | Twitch,91156,4494.0,2024.0,260.06944444444446,3714.0,Apex,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
169,The_Carnot_Cycle,90916,4497.0,72285.0,,,Apex,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
170,DoovooPvP,77652,4903.0,43659.0,-100.0,,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
171,Seven AImighty,66660,4484.0,53968.0,77.36369910282954,3262.0,Apex,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
172,otnie,60453,4465.0,,176.13412228796844,,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
173,MoonPakuYT,197982,4459.0,228812.0,12.796670971444971,3600.0,Apex,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,lIl Kaos lIl,36647,4449.0,,-103.58556461001164,10553.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
175,ilhhx,77057,4442.0,30257.0,64.97001608892789,6612.0,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
176,Not_yourBangalor,53639,4431.0,24863.0,23.517859986200307,,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
177,cieopatraa,64115,4429.0,34294.0,,4451.0,Apex,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,RatedMforManly,83891,4427.0,13.0,34.89123581336696,1217.0,Apex,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,dlwatson24,67248,4420.0,57589.0,69.88142292490119,,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
180,PNX_ObsidionTV,71129,4409.0,,,1776.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
181,AustinHereTV-,66409,4407.0,86052.0,194.39788266431407,1985.0,Apex,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,YT-IACEBOOGIE117,96228,4392.0,38611.0,,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
183,CICWO12,74838,4387.0,24852.0,-170.96648480124708,9162.0,Apex,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
184,Ascend Waldo,82515,4386.0,,,2492.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
185,xMagzXO,67992,4383.0,66094.0,,,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
186,xShotzFired_TTV,66188,4373.0,65970.0,-100.04575611988102,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
187,Undervann,93965,4364.0,3329.0,,,Apex,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
188,SGSolos,139139,4361.0,202681.0,-199.4055784179241,985.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
189,Jaws Gaming,49902,4357.0,65324.0,60.9541130386122,4886.0,Apex,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
190,quepossible,56222,4352.0,51236.0,64.72337894110647,4249.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
191,Sizzifide,105253,4351.0,84331.0,,2936.0,Apex,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
192,Th3 Cogfather,71931,4349.0,52805.0,-387.6114081996435,4853.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
193,Titanova-,84111,4341.0,99345.0,17.010188087774296,,Apex,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
194,Dadtality,40316,4316.0,52033.0,-244.67120181405897,,Apex,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
195,niftyAims,111449,4304.0,64075.0,-145.45454545454547,130.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
196,iiiTzRed,87076,4298.0,95651.0,-107.50375187593797,,Apex,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
197,DeathCall_FPSttv,116716,4294.0,541.0,126.29411764705883,,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
198,Moneyfadez_TTV,76545,4281.0,37640.0,,,Apex,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
199,twitch_itspand4,47124,938.0,61447.0,10.180160625135663,,Apex,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
200,wllx,13032,377.0,17192.0,,,Apex,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,ll NILLOC ll,52821,1905.0,65656.0,,1082.0,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
202,miso soup2955,7097,193.0,214.0,,,Apex,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
203,llVali-,18343,1000.0,,,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
204,crqzyss,78181,2023.0,61802.0,,828.0,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
205,TSM_MNK,51990,212.0,1716.0,119.77401129943503,,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
206,Oryx vxnzy,13922,170.0,4072.0,24.147727272727273,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
207,LoveStorySnd,38961,2361.0,67891.0,,6714.0,Apex,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
208,iirockyou_,61051,2109.0,19442.0,22.510406660262568,,Apex,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
209,FURIA_Albralelie,102599,2796.0,7724.0,57.4245224892175,273.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
210,TTVHindu,14423,,,,,Apex,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
211,Simply SkyZ,34724,,20720.0,,,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
212,GodGifted---,60053,1802.0,66888.0,,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
213,TTV_Vozskii,24310,33.0,,,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
214,Empery,1193,,154676.0,,,Apex,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
215,Aces kunai,166198,9344.0,166838.0,79.45578231292517,11655.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
216,DiSciplinar14n,41704,,7783.0,,127.0,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
217,Risen GR,7546,18.0,,,,Apex,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,Yougotslappedbud,11492,,,,,Apex,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,darkiightt,32124,1535.0,36398.0,-258.8532883642496,1360.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
220,obaba justin,15237,263.0,,,,Apex,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,xmatrixz xim,11507,181.0,1241.0,32.379248658318424,,Apex,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
222,Hucks Ego,35064,1137.0,40049.0,12.633333333333333,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
223,E8_Shooby,20567,,36546.0,,444.0,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
224,RecalIz,62946,664.0,64613.0,16.670851117248304,69.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
225,venahdo-_-,47339,1784.0,39191.0,,6775.0,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
226,Conffessions,21957,398.0,22343.0,,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
227,Gassyer,23829,42.0,18642.0,1.4623955431754874,,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
228,Ensino,39045,2166.0,49365.0,,4855.0,Apex,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,stormchemist,40560,3849.0,56468.0,477.54342431761785,,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
230,Mr_Doubted,42664,1930.0,,,,Apex,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
231,va3k,8751,146.0,9533.0,,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
232,CHICKEN-KATSU212,27679,256.0,381.0,,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
233,Hushted,18682,196.0,15275.0,,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
234,Deedss,28263,60.0,,,,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
235,SuhnRyZe,34445,2120.0,20780.0,,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
236,videogamefreak,28420,816.0,2777.0,7.892446077957249,,Apex,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,cozyhenry,22487,192.0,,,,Apex,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,SwG_Assassin_,252522,23232.0,210441.0,254.51358457493427,,Apex,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,Maddbrooo,329995,18934.0,334471.0,-110.36372114712054,22153.0,Apex,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,upthrow,257084,17985.0,260242.0,-119.88401546460472,49454.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
241,tyson,166441,15377.0,212191.0,-102.62964693319094,20371.0,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
242,Spunfiower,181808,13134.0,176401.0,-115.3724525650035,11587.0,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
243,Neo lll,174400,12987.0,177781.0,,8529.0,Apex,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
244,SoggieWaffl3s_FB,132755,12925.0,177851.0,-103.31734612310153,19785.0,Apex,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
245,Giggle autumn,164973,12649.0,150754.0,429.5076400679117,19126.0,Apex,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
246,gambhit,145151,12512.0,191633.0,39.295248264815804,15474.0,Apex,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
247,JoeyyHydroTV,179396,12094.0,238948.0,-141.64909814944951,25153.0,Apex,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
248,seabrehh,128780,11900.0,6207.0,,,Apex,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
249,Thy Nico,128539,11703.0,159886.0,-112.82174877084739,15003.0,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
250,vashy__,198443,11325.0,225175.0,-102.55365389839717,20517.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
251,TheCountessGodTV,162750,11024.0,61413.0,1312.3809523809523,,Apex,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
252,risperdal,146389,10878.0,94118.0,,,Apex,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,Toxicfireblood7,169800,10591.0,170589.0,,14249.0,Apex,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
254,DoctahDrayTV,144699,10545.0,194052.0,,12049.0,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
255,Legacy,106043,10074.0,726.0,,,Apex,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
256,NRK Cosmic,165654,10029.0,119332.0,47.97416885912461,10409.0,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
257,Halaven,162316,9999.0,52043.0,205.23399014778323,10388.0,Apex,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
258,Apollosally,119127,9955.0,101739.0,,,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
259,Xbebesiitaa,74336,9870.0,62570.0,,4802.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
260,Shorty Claps,117161,9628.0,101176.0,,17125.0,Apex,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
261,RvstyYouTube,107623,9576.0,122702.0,,397.0,Apex,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
262,ShiFTy_GribsTV,171276,9569.0,176471.0,39.33974675217892,1713.0,Apex,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
263,hi-imJU,88368,9516.0,1906.0,,16181.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
264,Muertei,149500,9487.0,3592.0,,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
265,mrchillaxttv,114616,9435.0,52387.0,,99.0,Apex,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
266,RevengefulYT,208272,9432.0,,,59.0,Apex,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
267,aces kunai,166053,9344.0,166838.0,79.45578231292517,11655.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
268,Dabs_are_better,159042,9196.0,173341.0,54.494814814814816,15623.0,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
269,xl SleepyBoi,140885,9038.0,155660.0,-101.00581135449262,,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
270,TanjirosFlame,114621,8987.0,145109.0,,9494.0,Apex,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
271,cziggyy,112996,8710.0,99914.0,,,Apex,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
272,Rican54,101391,8575.0,104464.0,44.97298998269261,26747.0,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
273,Lavadius,106543,8314.0,145519.0,83.05694305694306,,Apex,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
274,vandysteen,106758,8223.0,153590.0,,10810.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
275,oopsxxxxxxsorry,151210,8133.0,145983.0,-443.9410480349345,18088.0,Apex,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
276,Natrdays,117450,8032.0,120992.0,63.41386388757303,27.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
277,Queennicctv,117952,7999.0,131508.0,,12448.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
278,xLilscrappy,159606,7997.0,69251.0,75.3155019777736,,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
279,Dub_Lyfe,110197,7955.0,125350.0,164.42744935923938,920.0,Apex,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
280,rosalinia,77510,6186.0,10353.0,830.3355704697987,12366.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
281,cleanershrimp,140219,6157.0,122271.0,127.39499275812125,2777.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
282,ewade10,104065,6148.0,61326.0,,4783.0,Apex,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
283,ProblmG3nius,56197,6300.0,,-101.54738878143132,,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
284,wyattep,126649,6121.0,159154.0,26.589921807124238,,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
285,imdameat,133869,6116.0,170948.0,60.31558185404339,7660.0,Apex,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
286,xEuphoriaTTV,69235,6108.0,100065.0,,,Apex,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
287,Gaiveston,149254,6106.0,201695.0,,,Apex,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
288,Lil-Koifish,94840,6104.0,99498.0,,10001.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
289,OTS_TEMPOTTV,91417,6104.0,130384.0,,23271.0,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
290,Pooksiitv,93376,6096.0,108961.0,,2117.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
291,Kvboom,86019,6092.0,65922.0,,,Apex,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
292,Walshz,83834,6073.0,85932.0,,2137.0,Apex,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
293,Unfeathers,66561,6073.0,71122.0,,,Apex,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
294,DaughterOfThorTV,51836,6068.0,,,,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
295,@jayzilla_,99283,6060.0,118502.0,,,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
296,TTV_EasyHaon,118875,5976.0,125659.0,26.94197736801767,9720.0,Apex,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
297,rpsychic,89314,5971.0,86387.0,277.3339526242452,,Apex,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
298,icetheassassin,85209,5966.0,100096.0,-113.76811594202898,5703.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
299,Qwaig,88056,5946.0,134343.0,82.70969536792322,4590.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
300,Riddle_FFX,115433,5943.0,,,,Apex,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
301,oForeignDoll,62832,5932.0,,,,Apex,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302,FREAKIOG,81072,5906.0,38549.0,87.31519810762862,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
303,freeksho,80632,5885.0,55222.0,,252.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
304,Shinsxi,90937,5851.0,120003.0,-1437.5921375921375,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
305,Nagozuki,131733,5858.0,57244.0,-100.18813066529843,2999.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
306,rhino claps,71699,5839.0,,-100.0171291538198,,Apex,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
307,swerveski,56743,5827.0,82922.0,,,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
308,rMattD,79180,5778.0,11190.0,,,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
309,Overstays,152601,5772.0,74937.0,-157.48976807639835,8210.0,Apex,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,moonvy,79731,5764.0,62158.0,,710.0,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
311,Playanudie_TV,81468,5760.0,94043.0,,4624.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
312,EradicateMMR,84183,5756.0,43223.0,137.01499642942156,4191.0,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
313,XBR3,82464,5745.0,100456.0,,8900.0,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
314,xStLouisDomo,69049,5776.0,91734.0,,18324.0,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
315,PredX-Hanma,140691,5705.0,132436.0,-234.9670510708402,126.0,Apex,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
316,Even Skeavin,79061,5703.0,25172.0,123.22817631806396,3333.0,Apex,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
317,val3nt1nnn,90738,5679.0,81392.0,49.296875,776.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
318,iTzBulletBaby,100049,5671.0,,,,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
319,badclout,64368,5659.0,76981.0,-111.6173570019724,5787.0,Apex,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
320,Agnetus,98366,5650.0,2724.0,,,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
321,Bamboozling you,23290,5641.0,96256.0,66.59976387249115,11546.0,Apex,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
322,Slumpy-STW,77078,5632.0,51770.0,-651.0982658959538,3116.0,Apex,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
323,kevinxxzx_ttv,66528,5629.0,29026.0,-219.36866718628215,3593.0,Apex,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
324,nqrks on tiktok,86766,5620.0,104304.0,68.41144248326233,6375.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
