,name,Kills,Wins,Matches Played,Revives,Headshots,BANGALORE,LOBA,LIFELINE,PATHFINDER,BLOODHOUND,HORIZON,MAD MAGGIE,FUSE,RAMPART,WATTSON,BALLISTIC,SEER,CAUSTIC,VANTAGE,CRYPTO,NEWCASTLE,GIBRALTAR,CATALYST,CONDUIT,REVENANT,VALKYRIE,MIRAGE,OCTANE,ASH,WRAITH
173,MoonPakuYT,197982,4459.0,39304.0,3600.0,228812.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,lIl Kaos lIl,36647,4449.0,154.0,10553.0,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
175,ilhhx,77057,4442.0,11279.0,6612.0,30257.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
176,Not_yourBangalor,53639,4431.0,23272.0,,24863.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
177,cieopatraa,64115,4429.0,,4451.0,34294.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,RatedMforManly,83891,4427.0,17115.0,1217.0,13.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,dlwatson24,67248,4420.0,10745.0,,57589.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
180,PNX_ObsidionTV,71129,4409.0,,1776.0,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
181,AustinHereTV-,66409,4407.0,6674.0,1985.0,86052.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,YT-IACEBOOGIE117,96228,4392.0,,,38611.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
183,CICWO12,74838,4387.0,1821.0,9162.0,24852.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
184,Ascend Waldo,82515,4386.0,,2492.0,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
185,xMagzXO,67992,4383.0,,,66094.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
186,xShotzFired_TTV,66188,4373.0,2.0,,65970.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
187,Undervann,93965,4364.0,,,3329.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
188,SGSolos,139139,4361.0,2174.0,985.0,202681.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
189,Jaws Gaming,49902,4357.0,11505.0,4886.0,65324.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
190,quepossible,56222,4352.0,11076.0,4249.0,51236.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
191,Sizzifide,105253,4351.0,,2936.0,84331.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
192,Th3 Cogfather,71931,4349.0,3227.0,4853.0,52805.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
193,Titanova-,84111,4341.0,29861.0,,99345.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
194,Dadtality,40316,4316.0,2552.0,,52033.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
195,niftyAims,111449,4304.0,1345.0,130.0,64075.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
196,iiiTzRed,87076,4298.0,300.0,,95651.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
197,DeathCall_FPSttv,116716,4294.0,7694.0,,541.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
198,Moneyfadez_TTV,76545,4281.0,,,37640.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
199,twitch_itspand4,47124,938.0,10152.0,,61447.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
200,wllx,13032,377.0,,,17192.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,ll NILLOC ll,52821,1905.0,,1082.0,65656.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
202,miso soup2955,7097,193.0,,,214.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
203,llVali-,18343,1000.0,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
204,crqzyss,78181,2023.0,,828.0,61802.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
205,TSM_MNK,51990,212.0,389.0,,1716.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
206,Oryx vxnzy,13922,170.0,874.0,,4072.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
207,LoveStorySnd,38961,2361.0,,6714.0,67891.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
208,iirockyou_,61051,2109.0,11478.0,,19442.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
209,FURIA_Albralelie,102599,2796.0,7665.0,273.0,7724.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
210,TTVHindu,14423,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
211,Simply SkyZ,34724,,863.0,,20720.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
212,GodGifted---,60053,1802.0,,,66888.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
213,TTV_Vozskii,24310,33.0,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
214,Empery,1193,,,,154676.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
215,Aces kunai,166198,9344.0,21104.0,11655.0,166838.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
216,DiSciplinar14n,41704,,23569.0,127.0,7783.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
217,Risen GR,7546,18.0,,,,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,Yougotslappedbud,11492,,1950.0,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,darkiightt,32124,1535.0,942.0,1360.0,36398.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
220,obaba justin,15237,263.0,,,,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,xmatrixz xim,11507,181.0,740.0,,1241.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
222,Hucks Ego,35064,1137.0,10137.0,,40049.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
223,E8_Shooby,20567,,,444.0,36546.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
224,RecalIz,62946,664.0,4647.0,69.0,64613.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
225,venahdo-_-,47339,1784.0,,6775.0,39191.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
226,Conffessions,21957,398.0,,,22343.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
227,Gassyer,23829,42.0,2914.0,,18642.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
228,Ensino,39045,2166.0,,4855.0,49365.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,stormchemist,40560,3849.0,4655.0,,56468.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
230,Mr_Doubted,42664,1930.0,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
231,va3k,8751,146.0,,,9533.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
232,CHICKEN-KATSU212,27679,256.0,,,381.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
233,Hushted,18682,196.0,,,15275.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
234,Deedss,28263,60.0,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
235,SuhnRyZe,34445,2120.0,,,20780.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
236,videogamefreak,28420,816.0,11155.0,,2777.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,cozyhenry,22487,192.0,,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,SwG_Assassin_,252522,23232.0,32360.0,,210441.0,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,Maddbrooo,329995,18934.0,1778.0,22153.0,334471.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,upthrow,257084,17985.0,2983.0,49454.0,260242.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
241,tyson,166441,15377.0,394.0,20371.0,212191.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
242,Spunfiower,181808,13134.0,1750.0,11587.0,176401.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
243,Neo lll,174400,12987.0,,8529.0,177781.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
244,SoggieWaffl3s_FB,132755,12925.0,415.0,19785.0,177851.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
245,Giggle autumn,164973,12649.0,15594.0,19126.0,150754.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
246,gambhit,145151,12512.0,44353.0,15474.0,191633.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
247,JoeyyHydroTV,179396,12094.0,3556.0,25153.0,238948.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
248,seabrehh,128780,11900.0,,,6207.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
249,Thy Nico,128539,11703.0,1330.0,15003.0,159886.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
250,vashy__,198443,11325.0,282.0,20517.0,225175.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
251,TheCountessGodTV,162750,11024.0,11864.0,,61413.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
252,risperdal,146389,10878.0,,,94118.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,Toxicfireblood7,169800,10591.0,,14249.0,170589.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
254,DoctahDrayTV,144699,10545.0,,12049.0,194052.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
255,Legacy,106043,10074.0,,,726.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
256,NRK Cosmic,165654,10029.0,30934.0,10409.0,119332.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
257,Halaven,162316,9999.0,14871.0,10388.0,52043.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
258,Apollosally,119127,9955.0,,,101739.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
259,Xbebesiitaa,74336,9870.0,,4802.0,62570.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
260,Shorty Claps,117161,9628.0,,17125.0,101176.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
261,RvstyYouTube,107623,9576.0,,397.0,122702.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
262,ShiFTy_GribsTV,171276,9569.0,33893.0,1713.0,176471.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
263,hi-imJU,88368,9516.0,,16181.0,1906.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
264,Muertei,149500,9487.0,,,3592.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
265,mrchillaxttv,114616,9435.0,,99.0,52387.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
266,RevengefulYT,208272,9432.0,,59.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
267,aces kunai,166053,9344.0,21104.0,11655.0,166838.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
268,Dabs_are_better,159042,9196.0,26071.0,15623.0,173341.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
269,xl SleepyBoi,140885,9038.0,90.0,,155660.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
270,TanjirosFlame,114621,8987.0,,9494.0,145109.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
271,cziggyy,112996,8710.0,,,99914.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
272,Rican54,101391,8575.0,27642.0,26747.0,104464.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
273,Lavadius,106543,8314.0,18324.0,,145519.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
274,vandysteen,106758,8223.0,,10810.0,153590.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
275,oopsxxxxxxsorry,151210,8133.0,6301.0,18088.0,145983.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
276,Natrdays,117450,8032.0,20698.0,27.0,120992.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
277,Queennicctv,117952,7999.0,,12448.0,131508.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
278,xLilscrappy,159606,7997.0,18615.0,,69251.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
279,Dub_Lyfe,110197,7955.0,12793.0,920.0,125350.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
280,rosalinia,77510,6186.0,6931.0,12366.0,10353.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
281,cleanershrimp,140219,6157.0,10990.0,2777.0,122271.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
282,ewade10,104065,6148.0,,4783.0,61326.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
283,ProblmG3nius,56197,6300.0,96.0,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
284,wyattep,126649,6121.0,29141.0,,159154.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
285,imdameat,133869,6116.0,16256.0,7660.0,170948.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
286,xEuphoriaTTV,69235,6108.0,,,100065.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
287,Gaiveston,149254,6106.0,,,201695.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
288,Lil-Koifish,94840,6104.0,,10001.0,99498.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
289,OTS_TEMPOTTV,91417,6104.0,,23271.0,130384.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
290,Pooksiitv,93376,6096.0,,2117.0,108961.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
291,Kvboom,86019,6092.0,,,65922.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
292,Walshz,83834,6073.0,,2137.0,85932.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
293,Unfeathers,66561,6073.0,,,71122.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
294,DaughterOfThorTV,51836,6068.0,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
295,@jayzilla_,99283,6060.0,,,118502.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
296,TTV_EasyHaon,118875,5976.0,28157.0,9720.0,125659.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
297,rpsychic,89314,5971.0,8124.0,,86387.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
298,icetheassassin,85209,5966.0,722.0,5703.0,100096.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
299,Qwaig,88056,5946.0,13135.0,4590.0,134343.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
300,Riddle_FFX,115433,5943.0,,,,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
301,oForeignDoll,62832,5932.0,,,,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302,FREAKIOG,81072,5906.0,12670.0,,38549.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
303,freeksho,80632,5885.0,,252.0,55222.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
304,Shinsxi,90937,5851.0,5444.0,,120003.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
305,Nagozuki,131733,5858.0,11.0,2999.0,57244.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
306,rhino claps,71699,5839.0,1.0,,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
307,swerveski,56743,5827.0,,,82922.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
308,rMattD,79180,5778.0,,,11190.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
309,Overstays,152601,5772.0,2107.0,8210.0,74937.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,moonvy,79731,5764.0,,710.0,62158.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
311,Playanudie_TV,81468,5760.0,,4624.0,94043.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
312,EradicateMMR,84183,5756.0,9957.0,4191.0,43223.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
313,XBR3,82464,5745.0,,8900.0,100456.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
314,xStLouisDomo,69049,5776.0,,18324.0,91734.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
315,PredX-Hanma,140691,5705.0,3277.0,126.0,132436.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
316,Even Skeavin,79061,5703.0,10331.0,3333.0,25172.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
317,val3nt1nnn,90738,5679.0,17199.0,776.0,81392.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
318,iTzBulletBaby,100049,5671.0,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
319,badclout,64368,5659.0,589.0,5787.0,76981.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
320,Agnetus,98366,5650.0,,,2724.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
321,Bamboozling you,23290,5641.0,14111.0,11546.0,96256.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
322,Slumpy-STW,77078,5632.0,4767.0,3116.0,51770.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
323,kevinxxzx_ttv,66528,5629.0,3063.0,3593.0,29026.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
324,nqrks on tiktok,86766,5620.0,13835.0,6375.0,104304.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
325,danoskrrrt,55589,5569.0,,11264.0,28597.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
326,Brianking89-,116231,5492.0,7030.0,0.0,83696.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
327,Tabby2Freshh,65179,5483.0,,9793.0,86099.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328,Hirudescent,81102,5478.0,,3103.0,117239.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
329,AweiRe,94124,5450.0,,,70116.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
330,weird_philosophy,58534,5410.0,3913.0,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
331,STEPFlNDER,77596,5399.0,,,84963.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
332,Henney47,91963,5380.0,20436.0,13448.0,122635.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
333,Pcassoo,64802,5372.0,,5296.0,57900.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
334,sageee_o,91897,5367.0,13802.0,648.0,95704.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
335,GRAYSON Jiller,72203,5363.0,,521.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
336,savior,764,,,106.0,153.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
337,rVxidz,75654,5353.0,8014.0,2667.0,106773.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
338,XParmeSean,100406,7939.0,2043.0,6117.0,81852.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
339,FTX_ImperialHa1,139135,7827.0,,,78281.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
340,lildib tv,109863,7780.0,,8986.0,140585.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
341,EternalO2O,130686,7712.0,16252.0,,95490.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
342,crustytoestv,154434,7681.0,,10129.0,156650.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
343,CaliTommygunz,89929,7631.0,,16000.0,138167.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
344,FukSzn8Man,179342,7543.0,35318.0,,199476.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
345,sneakeezeTTV,96012,7413.0,25927.0,4703.0,104256.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
346,kog bamboozled,79007,7384.0,27586.0,10102.0,81328.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
347,Synical Syns,110738,7382.0,1658.0,19901.0,132737.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
348,FowkeTV,59889,7354.0,20901.0,9063.0,84890.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
